요양기관명,시도코드명,시군구코드명,주소,전화번호,개설일자,좌표(x),좌표(y)
보라매서울약국,서울,동작구,"서울특별시 동작구 보라매로5길 15, 전문건설회관빌딩 지하1층 C-5호 (신대방동)",02-833-1358,20190304,126.9242714,37.4921759
해든우리약국,서울,서대문구,"서울특별시 서대문구 충정로 70, 웨스트게이트타워 2층 (미근동)",02-313-8763,20210517,126.9664263,37.5647835
동아약국,서울,강북구,"서울특별시 강북구 도봉로 118, 1층 (미아동)",02-985-1448,20190304,127.029179,37.6194786
중계상록수약국,서울,노원구,"서울특별시 노원구 중계로 218, 원광빌딩 1층 102호 (중계동)",02-931-6528,20220530,127.0760126,37.6508514
아크로약국,서울,마포구,"서울특별시 마포구 마포대로 68, 210-2호 (도화동, 마포아크로타워)",0,20191024,126.94898,37.5413405
성모약국,서울,동대문구,"서울특별시 동대문구 왕산로 193, 1층 102호 (청량리동)",02-960-7784,20220711,127.0445516,37.5802304
현약국,서울,금천구,"서울특별시 금천구 가산디지털1로 149, 1층 103호 (가산동, 신한이노플렉스)",830-4040,20110822,126.8818627,37.4787416
친친약국,서울,금천구,"서울특별시 금천구 가산디지털1로 151, 이노플렉스1차 103-1호 (가산동)",02-866-9228,20230215,126.8811416,37.4788413
헤르바당산역약국,서울,영등포구,"서울특별시 영등포구 양평로 40, 당산역 지하1층 (당산동6가)",,20180313,126.9021715,37.5337406
세로수길약국,서울,강남구,"서울특별시 강남구 강남대로152길 46, 1층 (신사동)",02-518-1374,20211006,127.0229983,37.5181781
봄봄약국,서울,강북구,"서울특별시 강북구 도봉로 323, 용신빌딩 102호 (수유동)",02-998-8283,20210722,127.0242171,37.6371305
천호바로약국,서울,강동구,"서울특별시 강동구 올림픽로 654, 삼영빌딩 1층 (천호동)",02-470-1585,20230324,127.1240828,37.5398574
태양당약국,서울,관악구,"서울특별시 관악구 국회단지길 10, 1층 (봉천동)",02-883-2176,20200102,126.9395505,37.4866774
국제약국,경기,안산상록구,"경기도 안산시 상록구 석호로 99, 1층 102호 (사동)",,20230512,126.8473756,37.3025589
21세기연세약국,경기,성남분당구,"경기도 성남시 분당구 서현로321번길 10, 1층 (서현동)",031-707-7990,20160329,127.1360479,37.3799841
봉포약국,강원,고성군,"강원특별자치도 고성군 토성면 토성로 125, ()",033-633-3752,20171218,128.5600555,38.2564711
미아약국,서울,강북구,"서울특별시 강북구 도봉로 45, 숭인시장 1층 (미아동)",02-988-0246,20211214,127.029462,37.6131312
휴베이스 새봄약국,서울,용산구,"서울특별시 용산구 원효로 51, 250,251,252,253호 (산천동, 삼성테마트)",02-715-1514,20230508,126.9500687,37.5338712
나은약국,경기,양주시,"경기도 양주시 장흥면 권율로 10, 1층 일부",031-877-1226,20191205,126.9417845,37.7175241
365칠곡대구제일큰약국,대구,대구북구,"대구광역시 북구 칠곡중앙대로 244, 1,2층 (태전동)",,20230906,128.5484569,35.9178594
늘봄약국,서울,강남구,"서울특별시 강남구 논현로159길 17, 101호 (신사동)",02-6465-7075,20190508,127.0266474,37.522913
신현약국,경기,광주시,"경기도 광주시 오포읍 새말길 75, 1층",031-711-8685,20190220,127.1594735,37.3663178
송화약국,서울,강서구,"서울특별시 강서구 강서로 251, 세란빌딩 1층 3호 (내발산동)",02-2607-1566,20230209,126.8360328,37.5481315
신림4번출구약국,서울,관악구,"서울특별시 관악구 남부순환로 1604, 1층 (신림동)",070-8866-7637,20200429,126.928953,37.4839457
재창약국,경북,김천시,"경상북도 김천시 김천로 31, (평화동)",054-434-2678,19680329,128.1068479,36.1262745
해든약국,서울,송파구,"서울특별시 송파구 백제고분로48길 38, 101호 (방이동, 은석빌딩)",02-3432-0105,20210901,127.1170072,37.5103274
성일약국,서울,강남구,"서울특별시 강남구 압구정로 160, 제성빌딩 3층 301호 (신사동)",02-546-3906,20070702,127.0272414,37.5262658
도곡약국,서울,강남구,"서울특별시 강남구 논현로28길 2, 1층 (도곡동)",,20201125,127.0433537,37.4820433
가람약국,서울,구로구,"서울특별시 구로구 경인로40길 12, GB빌딩 1층 (개봉동)",02-2614-7645,20220531,126.8591391,37.4962479
애플약국,경북,구미시,"경상북도 구미시 산동읍 신당1로2길 7, 석세스-2 108호",,20230906,128.4317353,36.1547331
안암지하철약국,서울,성북구,"서울특별시 성북구 고려대로 89, 안암역 지하1층 103호, 104호 (안암동5가)",02-953-8333,20230309,127.029193,37.5864713
나무약국,서울,강남구,"서울특별시 강남구 학동로 102, 논현역 지하층 208호 (논현동)",,20230904,127.0216578,37.5111988
성경약국,부산,부산금정구,"부산광역시 금정구 금사로 118, 1층 (금사동)",051-532-2377,19840622,129.1137472,35.2227406
다온약국,서울,도봉구,"서울특별시 도봉구 도당로 6, 1층 105호 (쌍문동, 쌍문동 LG트윈빌2)",02-999-8082,20230907,127.0353644,37.6587139
튼튼별약국,경기,화성시,"경기도 화성시 봉담읍 상리중심상가길 28-18, 화성 새마을금고 본점 MG빌딩 104호",031-8067-7428,20230906,126.9455248,37.227509
조은약국,부산,부산사하구,"부산광역시 사하구 낙동대로 163, (괴정동)",051-201-0525,20060424,128.9984449,35.1021127
참조은약국,부산,부산기장군,"부산광역시 기장군 기장읍 차성동로 114, ()",051-721-0034,20140825,129.2170494,35.247926
중앙약국,부산,부산사상구,"부산광역시 사상구 새벽로 167, (감전동)",051-324-0163,19860403,128.9830894,35.1561819
장산약국,부산,부산해운대구,"부산광역시 해운대구 좌동순환로 174, 102,103호 (좌동)",051-702-0078,19970312,129.1750479,35.1776265
큰사랑약국,부산,부산사하구,"부산광역시 사하구 다대로 317-1, (장림동)",051-263-1701,20030530,128.9767296,35.0740452
유진약국,인천,인천남동구,"인천광역시 남동구 예술로 230, 청진네오스빌 1층 105호 (구월동)",070-4833-2688,20230908,126.7021254,37.4545557
온약국,전북,김제시,"전라북도 김제시 동서로 250, (요촌동)",070-7377-6525,20220607,126.8945831,35.803357
조이약국,광주,광주북구,"광주광역시 북구 서방로107번길 39, 1층 (두암동)",,20230904,126.9251023,35.1722277
고척햇살약국,서울,구로구,"서울특별시 구로구 중앙로15길 29, 1층 (고척동)",02-6091-0823,20230504,126.8581742,37.5063449
신세화약국,부산,부산사하구,"부산광역시 사하구 사하로 193, (괴정동)",051-293-7575,19990615,128.9933659,35.0990237
건강한약국,부산,부산진구,"부산광역시 부산진구 가야대로703번가길 33, 1층 (당감동)",051-802-2774,20110308,129.0499132,35.1581297
부원약국,부산,부산해운대구,"부산광역시 해운대구 선수촌로 102-2, 부원메디칼센타 2층 (반여동)",051-531-5310,20190304,129.1196159,35.2027865
은하약국,부산,부산동래구,"부산광역시 동래구 명안로85번길 48, (명장동)",051-523-2155,19850424,129.1019679,35.2046013
지사 온누리 약국,부산,부산강서구,"부산광역시 강서구 과학산단로306번길 10, 115동 204호 (지사동, 협성 · DS 엘리시안)",051-973-6967,20210108,128.8382549,35.1499834
은행약국,부산,부산진구,"부산광역시 부산진구 동성로 107, 1층 (전포동)",051-992-0772,20180111,129.0670897,35.1596519
송정약국,부산,부산해운대구,"부산광역시 해운대구 송정중앙로 29, 뉴송정하우스 1층 (송정동)",051-703-4356,19921224,129.203961,35.1825649
동원약국,부산,부산진구,"부산광역시 부산진구 진남로 551, 1층 (양정동)",051-853-4101,20091208,129.0744422,35.1720184
세일약국,부산,부산북구,"부산광역시 북구 만덕1로 7, (만덕동)",051-341-6970,20060508,129.0364403,35.213953
대영약국,부산,부산기장군,"부산광역시 기장군 기장읍 차성동로 63, ()",051-723-1235,20171020,129.2162786,35.2434227
구포큰약국,부산,부산북구,"부산광역시 북구 금곡대로 14, 3호선덕천역 N18, N19, N20호 (덕천동)",051-338-1225,20210913,129.0049735,35.2109738
우리약국,부산,부산수영구,"부산광역시 수영구 광안로 4, 광안동에스케이뷰 106동 104호 (광안동)",051-751-7674,20111216,129.1133756,35.1569388
신용호대형약국,부산,부산남구,"부산광역시 남구 용호로 141, 1동 104호 (용호동, 대현메디컬)",051-628-7227,20160302,129.1122342,35.1193884
대연약국,부산,부산남구,"부산광역시 남구 수영로 239, (대연동)",051-624-7484,20130712,129.0927843,35.1353715
참약사드림약국,부산,부산사하구,"부산광역시 사하구 낙동대로 221, 1층 1호 (괴정동)",051-292-1255,20220210,128.9927362,35.0996979
건강약국,부산,부산남구,"부산광역시 남구 용호로 129, 두산빌딩 1층 (용호동)",051-611-1249,20220916,129.1123661,35.1206436
화목2층약국,부산,부산해운대구,"부산광역시 해운대구 세실로 64, 2층 201-2호 (좌동, 화목데파트)",051-701-8608,20180116,129.177663,35.1709808
휴플러스약국,부산,부산금정구,"부산광역시 금정구 장전로 31-1, (장전동)",051-512-8305,20161108,129.0853266,35.22846
로뎀약국,부산,부산사상구,"부산광역시 사상구 새벽로168번길 51, (감전동)",051-321-2042,20161209,128.9861872,35.1556512
안락고려약국,부산,부산동래구,"부산광역시 동래구 안연로 88, 1층 (안락동)",7138-2211,20181213,129.0980685,35.1952763
굿모닝약국,부산,부산동래구,"부산광역시 동래구 충렬대로 353, (안락동, 1층 일부)",070-8829-7775,20170807,129.0975764,35.198561
동부약국,부산,부산해운대구,"부산광역시 해운대구 재반로 153, (재송동)",051-783-4285,20170814,129.1279705,35.1917989
바른약국,부산,부산사하구,"부산광역시 사하구 사하로 201, 1층 (괴정동)",051-203-0406,20171130,128.9931203,35.0997096
행복한약국,부산,부산해운대구,"부산광역시 해운대구 구남로29번길 26, (중동)",051-731-0677,20171201,129.1619558,35.1622657
건강약국,부산,부산진구,"부산광역시 부산진구 진남로 549, 1층 (양정동)",051-861-3644,20220506,129.0741732,35.1719281
부산탑약국,부산,부산북구,"부산광역시 북구 백양대로1050번길 2, (구포동)",051-335-4376,20181217,128.9967402,35.1988433
동의약국,부산,부산남구,"부산광역시 남구 분포로 145, 2층 (용호동, 더블유)",051-611-8700,20181224,129.1126448,35.1337125
향기약국,부산,부산서구,"부산광역시 서구 대영로 48, (서대신동1가)",051-247-3063,20181231,129.0167917,35.109508
뉴욕약국,부산,부산진구,"부산광역시 부산진구 복지로 81, 지하1층,지상1~2층 (개금동)",051-897-0034,20230130,129.0200402,35.1460101
뉴이메디약국,부산,부산연제구,"부산광역시 연제구 중앙대로 1107, 연산동e메디칼 (연산동)",051-868-4101,20190227,129.0809947,35.1866707
행복한약국,부산,부산사하구,"부산광역시 사하구 장평로 291, 1층 (신평동)",051-204-1255,20190307,128.97286,35.0922839
구명약국,부산,부산영도구,"부산광역시 영도구 동삼로 56, 한나타워 2층 203-3호 (동삼동)",051-405-0590,20190320,129.0709519,35.0783879
진진약국,부산,부산강서구,"부산광역시 강서구 공항진입로 108, 국내선 2층 (대저2동)",051-973-5378,20190603,128.9457996,35.1728734
센텀드림약국,부산,부산해운대구,"부산광역시 해운대구 센텀2로 25, 센텀드림월드 105호 (우동)",051-741-3016,20190801,129.132947,35.1669544
온누리우당약국,부산,부산남구,"부산광역시 남구 용호로 213, (용호동)",625-0306,19860724,129.1111667,35.1132329
스타약국,부산,부산동래구,"부산광역시 동래구 충렬대로 160, 1층 일부호 (온천동)",051-507-7902,20160311,129.0773947,35.2043683
서면동산약국,부산,부산진구,"부산광역시 부산진구 서면문화로 2, 1층 (부전동)",051-806-1180,20191121,129.0580189,35.1579975
박하약국,부산,부산사하구,"부산광역시 사하구 낙동대로 447, 동인빌딩 1층 우측일부호 (하단동)",051-203-6033,20180301,128.9695128,35.1048195
매곡365약국,경기,화성시,"경기도 화성시 팔탄면 3.1만세로 768, ()",031-366-5601,20230503,126.8815713,37.1128729
담담약국,경남,진주시,"경상남도 진주시 초전북로 55, 102호 (초전동)",055-761-7614,20201229,128.1127369,35.2087219
청라바다약국,인천,인천서구,"인천광역시 서구 중봉대로612번길 10-16, 마르씨엘 (청라동)",032-569-3258,20210429,126.6516263,37.5333897
건강약국,경기,화성시,"경기도 화성시 동탄순환대로 127-17, 동탄2우성메디피아 1층 110,111호 (산척동)",031-377-8671,20230504,127.1072679,37.1670009
사상약국,부산,부산사상구,"부산광역시 사상구 괘감로 37, 101호 (괘법동, 산업용품상가)",051-319-2548,20000120,128.9804343,35.1597552
새동진약국,부산,부산연제구,"부산광역시 연제구 연수로 226, (연산동)",051-863-0550,20140701,129.0952841,35.1733266
우리약국,부산,부산수영구,"부산광역시 수영구 민락로6번길 31, 1층 (민락동)",051-753-3825,20210802,129.1240033,35.1568685
대연시장약국,부산,부산남구,"부산광역시 남구 수영로266번길 36, 1층 (대연동)",051-626-2356,20210330,129.0971531,35.13471
크리스마스약국,서울,송파구,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 2층 2A02호 (잠실동)",02-424-1225,20100107,127.0842018,37.5120894
프라자약국,충남,당진시,"충청남도 당진시 서부로 242, (채운동)",041-356-6670,20141201,126.6244385,36.8943746
행복약국,부산,부산동래구,"부산광역시 동래구 중앙대로1493번길 6, 1층 102호 (온천동)",051-715-5538,20180913,129.0845992,35.2190565
해운약국,부산,부산영도구,"부산광역시 영도구 동삼로 53, (동삼동)",051-405-8680,20210713,129.0703471,35.0781053
새그린 약국,부산,부산연제구,"부산광역시 연제구 월드컵대로 343, 201,202호 (거제동, 대우그린타워아파트)",051-504-7234,20210714,129.0611601,35.1879894
사랑약국,부산,부산연제구,"부산광역시 연제구 연수로 105, 1층 (연산동)",051-711-8872,20211123,129.0825807,35.175371
개나리약국,부산,부산사하구,"부산광역시 사하구 낙동대로 207-1, (괴정동)",051-294-2250,20210602,128.9940249,35.10019
퍼스트온누리약국,부산,부산강서구,"부산광역시 강서구 명지국제2로 41, 1층 152호 (명지동, 더샵 명지퍼스트월드 3단지)",070-7585-8058,20220128,128.9061688,35.0953046
